family_id,unit_type,caregiver_alias,context_notes,support_network,environmental_factors,global_history,created_at,updated_at
e803708c-45f8-4bd5-b083-2df02e637f96,family,Papá Elena Sol,varios cambios recientes,poco apoyo,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-07T13:19:00,2025-12-07T13:19:00
f4fcf803-cd18-4055-aa4f-bc62520b9e5e,family,Mamá Elena Mar,cuidador principal con poca red de apoyo,apoyo moderado,horarios variables,sin un patrón completamente claro,2025-12-18T16:33:00,2025-12-18T16:33:00
bd4e14da-8c94-40a5-91ff-905d841a2622,family,Mamá Elena Pilar,cuidador principal con poca red de apoyo,red de apoyo limitada,presión escolar,dificultades más visibles en periodos de cansancio,2025-12-11T16:37:00,2025-12-11T16:37:00
2f0831f7-46b8-4d1d-94bb-ff66ae4b2391,family,Tutor Elena Inés,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,presión escolar,dificultades más visibles en periodos de cansancio,2025-12-23T18:05:00,2025-12-23T18:05:00
4af5fd77-157f-484a-9fab-fe262b72bd43,family,Mamá Elena Cruz,dudas sobre diagnóstico y manejo cotidiano,poco apoyo,pantallas por la noche,sin un patrón completamente claro,2025-12-26T11:24:00,2025-12-26T11:24:00
44551dbf-ca93-44ca-9dc3-38a333db55d0,family,Papá Esteban,familia con alta demanda emocional,red de apoyo limitada,horarios variables,sin un patrón completamente claro,2025-12-28T08:00:00,2025-12-28T08:00:00
3829ae9b-d2a4-4785-bc9f-e36c86c978f0,family,Cuidadora Elena Said,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,espacios reducidos,"mejoría parcial con estructura, pero no sostenida",2025-12-18T13:22:00,2025-12-18T13:22:00
dfcffd5a-0c0d-48b5-bbbc-489ecc348a4d,family,Mamá Elena Alonso Alonso,varios cambios recientes,red de apoyo limitada,horarios variables,"mejoría parcial con estructura, pero no sostenida",2025-12-21T10:42:00,2025-12-21T10:42:00
6364960e-3215-41da-a19a-a27c8112eb7a,family,Cuidador Elena Belén,familia con alta demanda emocional,poco apoyo,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-23T15:10:00,2025-12-23T15:10:00
e2d1458a-d75a-4097-87bd-9c03905f769c,family,Tía Elena Flor,cuidador principal con poca red de apoyo,poco apoyo,cambios constantes de rutina,sin un patrón completamente claro,2025-12-08T10:08:00,2025-12-08T10:08:00
40cde2b1-a647-4cb0-8c9a-adebe1bab0cb,family,Cuidador Elena Rocío,carga funcional alta y poco descanso,apoyo moderado,poca red de apoyo,"mejoría parcial con estructura, pero no sostenida",2025-12-01T16:03:00,2025-12-01T16:03:00
11ca98bb-300e-4841-94b4-55a324d71d47,family,Cuidadora Elena Milen,cuidador principal con poca red de apoyo,red de apoyo limitada,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-09T11:12:00,2025-12-09T11:12:00
1e078026-5215-4954-9008-8e40fc0623a0,family,Cuidador Elena Jazmín,sueño irregular y estrés escolar,poco apoyo,cambios constantes de rutina,"mejoría parcial con estructura, pero no sostenida",2025-12-11T13:36:00,2025-12-11T13:36:00
9a9a09a3-5515-4657-9b0c-fb149bea0cf6,family,Cuidador Fabián,varios cambios recientes,apoyo variable,cambios constantes de rutina,historial con episodios de desregulación variable,2025-12-07T18:10:00,2025-12-07T18:10:00
e567f6a9-5940-4125-9f3e-8b161538d3b4,family,Tía Elena Joel,carga funcional alta y poco descanso,apoyo variable,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-06T08:38:00,2025-12-06T08:38:00
7bdfb695-9442-4916-a0e4-edaeb98d8f19,family,Papá Gabriel,sueño irregular y estrés escolar,apoyo variable,cambios constantes de rutina,dificultades más visibles en periodos de cansancio,2025-12-16T11:20:00,2025-12-16T11:20:00
bbf5f08d-1b3c-4d26-8144-169f7081a79d,family,Tutor Elena Nerea,cuidador principal con poca red de apoyo,poco apoyo,horarios variables,mejor respuesta cuando hay menos presión,2025-12-26T10:01:00,2025-12-26T10:01:00
35300a64-f664-4af5-a526-fb055c362e23,family,Mamá Elena Ambar,varios cambios recientes,apoyo variable,poca red de apoyo,dificultades más visibles en periodos de cansancio,2025-12-09T13:02:00,2025-12-09T13:02:00
e78d2a4c-c84e-4e06-8631-e0878e4df38f,family,Papá Elena León,familia con alta demanda emocional,sin apoyo claro,espacios reducidos,dificultades más visibles en periodos de cansancio,2025-12-08T17:56:00,2025-12-08T17:56:00
42233187-9ab3-4290-ad23-ffa842a57980,family,Cuidador Elena Elián,cuidador principal con poca red de apoyo,apoyo moderado,ruido frecuente en casa,mejor respuesta cuando hay menos presión,2025-12-17T17:25:00,2025-12-17T17:25:00
6340c30f-8b5b-4d32-8039-1e311ffb1075,family,Papá Elena Celeste,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,ruido frecuente en casa,dificultades más visibles en periodos de cansancio,2025-12-10T11:53:00,2025-12-10T11:53:00
03f2fa32-6c8e-489f-a286-c7f4bf6e34cc,family,Cuidador Elena Lía,familia con alta demanda emocional,sin apoyo claro,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-23T10:02:00,2025-12-23T10:02:00
bb844779-7042-4616-8b3c-d7bd921fbbde,family,Cuidador Elena Iñaki,carga funcional alta y poco descanso,sin apoyo claro,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-17T08:15:00,2025-12-17T08:15:00
cabd734c-419f-4c8e-ab9a-1b200e593abe,family,Tía Mariana Azul,carga funcional alta y poco descanso,apoyo moderado,presión escolar,mejor respuesta cuando hay menos presión,2025-12-03T17:49:00,2025-12-03T17:49:00
4d24738a-b4e1-4bcb-a1e8-68ac77e73d1a,family,Tutor Mariana Lorenzo,cuidador principal con poca red de apoyo,poco apoyo,cambios constantes de rutina,mejor respuesta cuando hay menos presión,2025-12-21T18:35:00,2025-12-21T18:35:00
6b250bbf-6ea6-42d7-ac1a-e715215ed167,family,Papá Mariana Renée,familia con alta demanda emocional,sin apoyo claro,ruido frecuente en casa,"mejoría parcial con estructura, pero no sostenida",2025-12-19T16:06:00,2025-12-19T16:06:00
0eeb0b95-213d-4d0f-817b-4b931bd93b1b,family,Tía Mariana Emmanuel,carga funcional alta y poco descanso,poco apoyo,poca red de apoyo,mejor respuesta cuando hay menos presión,2025-12-08T09:39:00,2025-12-08T09:39:00
669609ff-54c3-4f7c-b479-68e3a02fb4c8,individual,Cuidador Mariana Ariel,dudas sobre diagnóstico y manejo cotidiano,red de apoyo limitada,horarios variables,historial con episodios de desregulación variable,2025-12-13T12:04:00,2025-12-13T12:04:00
d691ff58-3270-4370-8017-5091091f2369,family,Mamá Mariana Gael,familia con alta demanda emocional,sin apoyo claro,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-01T11:02:00,2025-12-01T11:02:00
c5a1179e-a492-4240-b4ae-bd69ba8f7037,family,Cuidadora Mariana Elías,cuidador principal con poca red de apoyo,red de apoyo limitada,poca red de apoyo,"mejoría parcial con estructura, pero no sostenida",2025-12-06T10:07:00,2025-12-06T10:07:00
d56d9f7e-3c29-4960-8e0a-43f7b68ae6e4,family,Abuela Mariana Noel,familia con alta demanda emocional,poco apoyo,pantallas por la noche,"mejoría parcial con estructura, pero no sostenida",2025-12-17T13:31:00,2025-12-17T13:31:00
55089e60-d46f-4ebc-8689-74e4f6cf47b3,family,Cuidador Héctor,varios cambios recientes,apoyo variable,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-11T10:07:00,2025-12-11T10:07:00
80b65243-53c2-4b60-a3bd-c3b83daa3bf6,family,Tía Mariana Jade,varios cambios recientes,sin apoyo claro,espacios reducidos,mejor respuesta cuando hay menos presión,2025-12-18T13:52:00,2025-12-18T13:52:00
218e92aa-7c88-4b22-bd5d-d6c2263e6fb5,family,Tía Mariana Aurora,sueño irregular y estrés escolar,apoyo variable,pantallas por la noche,"mejoría parcial con estructura, pero no sostenida",2025-12-05T16:55:00,2025-12-05T16:55:00
11d0c5c7-307a-49b9-8d57-44b99f520cdc,family,Tía Mariana Sol,familia con alta demanda emocional,red de apoyo limitada,presión escolar,historial con episodios de desregulación variable,2025-12-23T08:40:00,2025-12-23T08:40:00
676a059e-b867-4351-802a-2faecd906915,family,Tía Mariana Mar,dudas sobre diagnóstico y manejo cotidiano,poco apoyo,presión escolar,sin un patrón completamente claro,2025-12-09T10:31:00,2025-12-09T10:31:00
76bf3857-4864-47a6-9eff-bbdabe6c5769,family,Tutor Mariana Pilar,sueño irregular y estrés escolar,red de apoyo limitada,pantallas por la noche,dificultades más visibles en periodos de cansancio,2025-12-23T17:53:00,2025-12-23T17:53:00
